sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Negation,Direct Object,Indirect Object,"""Of"" Object",Mark,Subject,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunctions,Compounds,Adjectival Modifiers,Possesed (owned by noun),Possesive (owner of noun),Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositional Modifiers,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb
"A small riot also broke out in a movie theater when a group of Cubans started singing a popular song , "" The man is crazy , "" when Castro appeared on the screen .","A/DT small/JJ riot/NN also/RB broke/VBD out/RP in/IN a/DT movie/NN theater/NN when/WRB a/DT group/NN of/IN Cubans/NNPS started/VBD singing/VBG a/DT popular/JJ song/NN ,/, ''/'' The/DT man/NN is/VBZ crazy/JJ ,/, ''/'' when/WRB Castro/NNP appeared/VBD on/IN the/DT screen/NN ./.","det(riot-3, A-1) amod(riot-3, small-2) nsubj(broke-5, riot-3) advmod(broke-5, also-4) ccomp(crazy-26, broke-5) compound:prt(broke-5, out-6) case(theater-10, in-7) det(theater-10, a-8) compound(theater-10, movie-9) nmod:in(broke-5, theater-10) advmod(started-16, when-11) det(group-13, a-12) nsubj(started-16, group-13) case(Cubans-15, of-14) nmod:of(group-13, Cubans-15) advcl(broke-5, started-16) xcomp(started-16, singing-17) det(song-20, a-18) amod(song-20, popular-19) dobj(singing-17, song-20) det(man-24, The-23) nsubj(crazy-26, man-24) cop(crazy-26, is-25) root(ROOT-0, crazy-26) advmod(appeared-31, when-29) nsubj(appeared-31, Castro-30) advcl(crazy-26, appeared-31) case(screen-34, on-32) det(screen-34, the-33) nmod:on(appeared-31, screen-34)  ",singing,17,"dobj(singing-17, song-20) xcomp(started-16, singing-17) ","a group of Cubans started singing a popular song , """,VBG,[],started,VBD,object,[],['song'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,ambiguous
14 <p> Minstrel singing was an integral part of Irish social life .,14/CD <p>/NNP Minstrel/NNP singing/NN was/VBD an/DT integral/JJ part/NN of/IN Irish/JJ social/JJ life/NN ./.,"nummod(singing-4, 14-1) compound(singing-4, <p>-2) compound(singing-4, Minstrel-3) nsubj(part-8, singing-4) cop(part-8, was-5) det(part-8, an-6) amod(part-8, integral-7) root(ROOT-0, part-8) case(life-12, of-9) amod(life-12, Irish-10) amod(life-12, social-11) nmod:of(part-8, life-12)  ",singing,4,"nummod(singing-4, 14-1) compound(singing-4, <p>-2) compound(singing-4, Minstrel-3) nsubj(part-8, singing-4) ",14 <p> Minstrel singing was an integral part of,NN,[],was,VBD,subject,[],[],[],[],[],[],[],[],[],[],[],[],['Minstrel'],[],[],[],['14'],[],[],[],14,other,singular,ambiguous
These men frequently flocked to the churches and old men 's homes singing the following doggerel .,These/DT men/NNS frequently/RB flocked/VBD to/TO the/DT churches/JJ and/CC old/JJ men/NNS 's/POS homes/NNS singing/VBG the/DT following/JJ doggerel/NN ./.,"det(men-2, These-1) nsubj(flocked-4, men-2) advmod(flocked-4, frequently-3) root(ROOT-0, flocked-4) case(homes-12, to-5) det(men-10, the-6) amod(men-10, churches-7) cc(churches-7, and-8) conj:and(churches-7, old-9) amod(men-10, old-9) nmod:poss(homes-12, men-10) case(men-10, 's-11) nmod:to(flocked-4, homes-12) xcomp(flocked-4, singing-13) det(doggerel-16, the-14) amod(doggerel-16, following-15) dobj(singing-13, doggerel-16)  ",singing,13,"dobj(singing-13, doggerel-16) xcomp(flocked-4, singing-13) ",and old men 's homes singing the following doggerel .,VBG,[],flocked,VBD,object,[],['doggerel'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,ambiguous
"If they were regular synagogue attendees , they might also enjoy the moments set aside for congregational singing or responsive reading .","If/IN they/PRP were/VBD regular/JJ synagogue/NN attendees/NNS ,/, they/PRP might/MD also/RB enjoy/VB the/DT moments/NNS set/VBN aside/RP for/IN congregational/JJ singing/JJ or/CC responsive/JJ reading/NN ./.","mark(attendees-6, If-1) nsubj(attendees-6, they-2) cop(attendees-6, were-3) amod(attendees-6, regular-4) compound(attendees-6, synagogue-5) advcl(enjoy-11, attendees-6) nsubj(enjoy-11, they-8) aux(enjoy-11, might-9) advmod(enjoy-11, also-10) root(ROOT-0, enjoy-11) det(moments-13, the-12) dobj(enjoy-11, moments-13) acl(moments-13, set-14) compound:prt(set-14, aside-15) case(reading-21, for-16) amod(reading-21, congregational-17) amod(reading-21, singing-18) cc(singing-18, or-19) conj:or(singing-18, responsive-20) amod(reading-21, responsive-20) nmod:for(set-14, reading-21)  ",singing,18,"cc(singing-18, or-19) conj:or(singing-18, responsive-20) amod(reading-21, singing-18) ",moments set aside for congregational singing or responsive reading .,JJ,[],,,,,[],[],[],[],[],[],[],[],[],[],"[('or', 'responsive')]",[],['reading'],[],[],[],[],[],[],,,,
"While the teaching of the Tlingit language has had a rather limited success , 8 traditional carving , beadwork and other visual arts , as well as singing and dancing have experienced a significant revival .","While/IN the/DT teaching/NN of/IN the/DT Tlingit/NNP language/NN has/VBZ had/VBN a/DT rather/RB limited/JJ success/NN ,/, 8/CD traditional/JJ carving/NNS ,/, beadwork/NN and/CC other/JJ visual/JJ arts/NNS ,/, as/RB well/RB as/IN singing/NN and/CC dancing/NN have/VBP experienced/VBN a/DT significant/JJ revival/NN ./.","mark(had-9, While-1) det(teaching-3, the-2) nsubj(had-9, teaching-3) case(language-7, of-4) det(language-7, the-5) compound(language-7, Tlingit-6) nmod:of(teaching-3, language-7) aux(had-9, has-8) advcl(experienced-32, had-9) det(success-13, a-10) advmod(limited-12, rather-11) amod(success-13, limited-12) dobj(had-9, success-13) nummod(carving-17, 8-15) amod(carving-17, traditional-16) nsubj(experienced-32, carving-17) conj:and(carving-17, beadwork-19) nsubj(experienced-32, beadwork-19) cc(carving-17, and-20) amod(arts-23, other-21) amod(arts-23, visual-22) conj:and(carving-17, arts-23) nsubj(experienced-32, arts-23) cc(carving-17, as-25) mwe(as-25, well-26) mwe(as-25, as-27) conj:and(carving-17, singing-28) nsubj(experienced-32, singing-28) cc(singing-28, and-29) conj:and(carving-17, dancing-30) conj:and(singing-28, dancing-30) aux(experienced-32, have-31) root(ROOT-0, experienced-32) det(revival-35, a-33) amod(revival-35, significant-34) dobj(experienced-32, revival-35)  ",singing,28,"cc(singing-28, and-29) conj:and(singing-28, dancing-30) conj:and(carving-17, singing-28) nsubj(experienced-32, singing-28) ","arts , as well as singing and dancing have experienced a",NN,[],experienced,VBN,subject,[],[],[],[],[],[],[],[],[],[],[],"[('and', 'dancing'), ('and', 'carving')]",[],[],[],[],[],[],[],[],,,singular,ambiguous
"However , confronted by a choice between remaining loyal to the indigenous law and seeing traditional singing and dancing decline further , and violating that law for the sake of preserving the ancestral heritage , he chose the latter .","However/RB ,/, confronted/VBN by/IN a/DT choice/NN between/IN remaining/VBG loyal/JJ to/TO the/DT indigenous/JJ law/NN and/CC seeing/VBG traditional/JJ singing/NN and/CC dancing/VBG decline/NN further/RBR ,/, and/CC violating/VBG that/DT law/NN for/IN the/DT sake/NN of/IN preserving/VBG the/DT ancestral/JJ heritage/NN ,/, he/PRP chose/VBD the/DT latter/NN ./.","advmod(chose-37, However-1) advcl(chose-37, confronted-3) case(choice-6, by-4) det(choice-6, a-5) nmod:by(confronted-3, choice-6) mark(remaining-8, between-7) acl(choice-6, remaining-8) xcomp(remaining-8, loyal-9) case(law-13, to-10) det(law-13, the-11) amod(law-13, indigenous-12) nmod:to(loyal-9, law-13) cc(remaining-8, and-14) acl(choice-6, seeing-15) conj:and(remaining-8, seeing-15) amod(singing-17, traditional-16) dobj(seeing-15, singing-17) cc(seeing-15, and-18) conj:and(remaining-8, dancing-19) conj:and(seeing-15, dancing-19) dobj(dancing-19, decline-20) advmod(dancing-19, further-21) cc(remaining-8, and-23) acl(choice-6, violating-24) conj:and(remaining-8, violating-24) det(law-26, that-25) dobj(violating-24, law-26) case(sake-29, for-27) det(sake-29, the-28) nmod:for(law-26, sake-29) mark(preserving-31, of-30) acl(sake-29, preserving-31) det(heritage-34, the-32) amod(heritage-34, ancestral-33) dobj(preserving-31, heritage-34) nsubj(chose-37, he-36) root(ROOT-0, chose-37) det(latter-39, the-38) dobj(chose-37, latter-39)  ",singing,17,"amod(singing-17, traditional-16) dobj(seeing-15, singing-17) ","indigenous law and seeing traditional singing and dancing decline further ,",NN,[],seeing,VBG,object,[],[],[],[],[],[],[],[],[],[],[],[],[],['traditional'],[],[],[],[],[],[],,,singular,ambiguous
"9 As Kaal.atk explained in one of his speeches : PREFORMATTED TABLE <p> In the process of teaching singing and dancing , Charlie Joseph , Sr. also tried to give the students some knowledge of the traditional social structure , so that they would recognize the true owners of the songs and dances they performed .","9/CD As/IN Kaal.atk/NNP explained/VBD in/IN one/CD of/IN his/PRP$ speeches/NNS :/: PREFORMATTED/NNP TABLE/NNP <p>/VBP In/IN the/DT process/NN of/IN teaching/NN singing/NN and/CC dancing/NN ,/, Charlie/NNP Joseph/NNP ,/, Sr./NNP also/RB tried/VBD to/TO give/VB the/DT students/NNS some/DT knowledge/NN of/IN the/DT traditional/JJ social/JJ structure/NN ,/, so/CC that/IN they/PRP would/MD recognize/VB the/DT true/JJ owners/NNS of/IN the/DT songs/NNS and/CC dances/NNS they/PRP performed/VBD ./.","dep(explained-4, 9-1) mark(explained-4, As-2) nsubj(explained-4, Kaal.atk-3) advcl(performed-55, explained-4) case(one-6, in-5) nmod:in(explained-4, one-6) case(speeches-9, of-7) nmod:poss(speeches-9, his-8) nmod:of(one-6, speeches-9) compound(TABLE-12, PREFORMATTED-11) nsubj(<p>-13, TABLE-12) ccomp(explained-4, <p>-13) case(process-16, In-14) det(process-16, the-15) nmod:in(tried-28, process-16) case(singing-19, of-17) compound(singing-19, teaching-18) nmod:of(process-16, singing-19) cc(singing-19, and-20) nmod:of(process-16, dancing-21) conj:and(singing-19, dancing-21) compound(Joseph-24, Charlie-23) appos(singing-19, Joseph-24) nsubj(tried-28, Sr.-26) nsubj(give-30, Sr.-26) advmod(tried-28, also-27) ccomp(<p>-13, tried-28) mark(give-30, to-29) xcomp(tried-28, give-30) det(students-32, the-31) iobj(give-30, students-32) det(knowledge-34, some-33) dobj(give-30, knowledge-34) case(structure-39, of-35) det(structure-39, the-36) amod(structure-39, traditional-37) amod(structure-39, social-38) nmod:of(knowledge-34, structure-39) cc(<p>-13, so-41) mark(recognize-45, that-42) nsubj(recognize-45, they-43) aux(recognize-45, would-44) ccomp(explained-4, recognize-45) conj:so(<p>-13, recognize-45) det(owners-48, the-46) amod(owners-48, true-47) dobj(recognize-45, owners-48) case(songs-51, of-49) det(songs-51, the-50) nmod:of(owners-48, songs-51) cc(songs-51, and-52) nmod:of(owners-48, dances-53) conj:and(songs-51, dances-53) nsubj(performed-55, they-54) root(ROOT-0, performed-55)  ",singing,19,"case(singing-19, of-17) compound(singing-19, teaching-18) cc(singing-19, and-20) conj:and(singing-19, dancing-21) appos(singing-19, Joseph-24) nmod:of(process-16, singing-19) ","In the process of teaching singing and dancing , Charlie Joseph",NN,[],,,,,[],[],[],[],[],"[('of', 'process')]",['of'],['process'],[],[],"[('and', 'dancing')]",['teaching'],[],[],[],['PREFORMATTED'],['of'],[],"['modified', 'Joseph']",PREFORMATTED,other,singular,
"For the 1988 season , the Mitsukoshi department store in Tokyo held a daily extravaganza featuring one hundred Santa Clauses and one thousand elves singing in unison .","For/IN the/DT 1988/CD season/NN ,/, the/DT Mitsukoshi/NNP department/NN store/NN in/IN Tokyo/NNP held/VBD a/DT daily/JJ extravaganza/NN featuring/VBG one/CD hundred/CD Santa/NNP Clauses/NNP and/CC one/CD thousand/CD elves/NNS singing/VBG in/IN unison/NN ./.","case(season-4, For-1) det(season-4, the-2) nummod(season-4, 1988-3) nmod:for(held-12, season-4) det(store-9, the-6) compound(store-9, Mitsukoshi-7) compound(store-9, department-8) nsubj(held-12, store-9) case(Tokyo-11, in-10) nmod:in(store-9, Tokyo-11) root(ROOT-0, held-12) det(extravaganza-15, a-13) amod(extravaganza-15, daily-14) dobj(held-12, extravaganza-15) xcomp(held-12, featuring-16) nummod(Clauses-20, one-17) nummod(Clauses-20, hundred-18) compound(Clauses-20, Santa-19) dobj(featuring-16, Clauses-20) cc(Clauses-20, and-21) nummod(elves-24, one-22) nummod(elves-24, thousand-23) dobj(featuring-16, elves-24) conj:and(Clauses-20, elves-24) acl(Clauses-20, singing-25) case(unison-27, in-26) nmod:in(singing-25, unison-27)  ",singing,25,"nmod:in(singing-25, unison-27) acl(Clauses-20, singing-25) ",Clauses and one thousand elves singing in unison .,VBG,[],,,,,[],[],[],[],[],"[('in', 'unison')]",['in'],[],['unison'],[],[],[],[],[],[],[],[],[],[],,,,
On warm summer nights one can hear singing and subdued conversation until the next morning .,On/IN warm/JJ summer/NN nights/NNS one/PRP can/MD hear/VB singing/NN and/CC subdued/NN conversation/NN until/IN the/DT next/JJ morning/NN ./.,"case(nights-4, On-1) amod(nights-4, warm-2) compound(nights-4, summer-3) nmod:on(hear-7, nights-4) nsubj(hear-7, one-5) aux(hear-7, can-6) root(ROOT-0, hear-7) compound(conversation-11, singing-8) cc(singing-8, and-9) conj:and(singing-8, subdued-10) compound(conversation-11, subdued-10) dobj(hear-7, conversation-11) case(morning-15, until-12) det(morning-15, the-13) amod(morning-15, next-14) nmod:until(hear-7, morning-15)  ",singing,8,"cc(singing-8, and-9) conj:and(singing-8, subdued-10) compound(conversation-11, singing-8) ",summer nights one can hear singing and subdued conversation until the,NN,[],,,,,[],[],[],[],[],[],[],[],[],[],"[('and', 'subdued')]",['conversation'],[],[],[],[],[],[],[],,,singular,
"They are occasions for eloquent , continual speechmaking , interspersed with dancing , drumming , and praise singing .","They/PRP are/VBP occasions/NNS for/IN eloquent/JJ ,/, continual/JJ speechmaking/NN ,/, interspersed/VBN with/IN dancing/NN ,/, drumming/NN ,/, and/CC praise/NN singing/NN ./.","nsubj(occasions-3, They-1) cop(occasions-3, are-2) root(ROOT-0, occasions-3) case(speechmaking-8, for-4) amod(speechmaking-8, eloquent-5) amod(speechmaking-8, continual-7) nmod:for(occasions-3, speechmaking-8) acl(speechmaking-8, interspersed-10) case(drumming-14, with-11) compound(drumming-14, dancing-12) nmod:with(interspersed-10, drumming-14) cc(drumming-14, and-16) compound(singing-18, praise-17) nmod:with(interspersed-10, singing-18) conj:and(drumming-14, singing-18)  ",singing,18,"compound(singing-18, praise-17) nmod:with(interspersed-10, singing-18) conj:and(drumming-14, singing-18) ",", drumming , and praise singing .",NN,[],,,,,[],[],[],[],[],"[('with', 'interspersed')]",['with'],['interspersed'],[],[],"[('and', 'drumming')]",['praise'],[],[],[],[],[],[],[],,,singular,
"The faction leaders and other notables are present during much or all of the rally , seated at a table or grandstand reserved for dignitaries , while the master of ceremonies oversees a long roster of speakers , interspersed with praise singing .","The/DT faction/NN leaders/NNS and/CC other/JJ notables/NNS are/VBP present/JJ during/IN much/RB or/CC all/DT of/IN the/DT rally/NN ,/, seated/VBN at/IN a/DT table/NN or/CC grandstand/NN reserved/VBN for/IN dignitaries/NNS ,/, while/IN the/DT master/NN of/IN ceremonies/NNS oversees/VBZ a/DT long/JJ roster/NN of/IN speakers/NNS ,/, interspersed/VBN with/IN praise/NN singing/NN ./.","det(leaders-3, The-1) compound(leaders-3, faction-2) nsubj(present-8, leaders-3) cc(leaders-3, and-4) amod(notables-6, other-5) conj:and(leaders-3, notables-6) nsubj(present-8, notables-6) cop(present-8, are-7) root(ROOT-0, present-8) case(much-10, during-9) nmod:during(present-8, much-10) cc(much-10, or-11) nmod:during(present-8, all-12) conj:or(much-10, all-12) case(rally-15, of-13) det(rally-15, the-14) nmod:of(all-12, rally-15) acl(rally-15, seated-17) case(table-20, at-18) det(table-20, a-19) nmod:at(seated-17, table-20) cc(table-20, or-21) nmod:at(seated-17, grandstand-22) conj:or(table-20, grandstand-22) acl(table-20, reserved-23) case(dignitaries-25, for-24) nmod:for(reserved-23, dignitaries-25) mark(oversees-32, while-27) det(master-29, the-28) nsubj(oversees-32, master-29) case(ceremonies-31, of-30) nmod:of(master-29, ceremonies-31) advcl(reserved-23, oversees-32) det(roster-35, a-33) amod(roster-35, long-34) dobj(oversees-32, roster-35) case(speakers-37, of-36) nmod:of(roster-35, speakers-37) acl(rally-15, interspersed-39) case(singing-42, with-40) compound(singing-42, praise-41) nmod:with(interspersed-39, singing-42)  ",singing,42,"case(singing-42, with-40) compound(singing-42, praise-41) nmod:with(interspersed-39, singing-42) ","speakers , interspersed with praise singing .",NN,[],,,,,[],[],[],[],[],"[('with', 'interspersed')]",['with'],['interspersed'],[],[],[],['praise'],[],[],[],[],['with'],[],[],,,singular,
"They are always announced by gewe'l , who continue to perform after the speechmaking begins , the politicians giving them public cash payments fGr their praise singing while , at the same time , attempting to limit their activities .","They/PRP are/VBP always/RB announced/VBN by/IN gewe/NN '/POS l/NN ,/, who/WP continue/VBP to/TO perform/VB after/IN the/DT speechmaking/NN begins/VBZ ,/, the/DT politicians/NNS giving/VBG them/PRP public/JJ cash/NN payments/NNS fGr/VBP their/PRP$ praise/NN singing/NN while/NN ,/, at/IN the/DT same/JJ time/NN ,/, attempting/VBG to/TO limit/VB their/PRP$ activities/NNS ./.","nsubjpass(announced-4, They-1) auxpass(announced-4, are-2) advmod(announced-4, always-3) ccomp(fGr-26, announced-4) case(l-8, by-5) nmod:poss(l-8, gewe-6) case(gewe-6, '-7) nmod:by(announced-4, l-8) nsubj(continue-11, l-8) nsubj(perform-13, l-8) ref(l-8, who-10) acl:relcl(l-8, continue-11) mark(perform-13, to-12) xcomp(continue-11, perform-13) mark(begins-17, after-14) det(speechmaking-16, the-15) nsubj(begins-17, speechmaking-16) advcl(perform-13, begins-17) det(politicians-20, the-19) nsubj(fGr-26, politicians-20) acl(politicians-20, giving-21) iobj(giving-21, them-22) amod(payments-25, public-23) compound(payments-25, cash-24) dobj(giving-21, payments-25) root(ROOT-0, fGr-26) nmod:poss(singing-29, their-27) compound(singing-29, praise-28) dobj(fGr-26, singing-29) nmod:tmod(fGr-26, while-30) case(time-35, at-32) det(time-35, the-33) amod(time-35, same-34) nmod:at(fGr-26, time-35) acl(time-35, attempting-37) mark(limit-39, to-38) xcomp(attempting-37, limit-39) nmod:poss(activities-41, their-40) dobj(limit-39, activities-41)  ",singing,29,"nmod:poss(singing-29, their-27) compound(singing-29, praise-28) dobj(fGr-26, singing-29) ","fGr their praise singing while , at the same time ,",NN,[],fGr,VBP,object,[],[],[],[],[],[],[],[],[],[],[],[],['praise'],[],[],['their'],[],[],[],[],,,singular,plural
"They are characterized by prosodic features , repetitive inflectional patterns , and formulaic phrases that distinguish them both from the gewe'l praise singing and from ordinary conversation .","They/PRP are/VBP characterized/VBN by/IN prosodic/JJ features/NNS ,/, repetitive/JJ inflectional/JJ patterns/NNS ,/, and/CC formulaic/JJ phrases/NNS that/WDT distinguish/VB them/PRP both/DT from/IN the/DT gewe/NN '/POS l/JJ praise/NN singing/NN and/CC from/IN ordinary/JJ conversation/NN ./.","nsubjpass(characterized-3, They-1) auxpass(characterized-3, are-2) root(ROOT-0, characterized-3) case(features-6, by-4) amod(features-6, prosodic-5) nmod:by(characterized-3, features-6) amod(inflectional-9, repetitive-8) amod(patterns-10, inflectional-9) nmod:by(characterized-3, patterns-10) conj:and(features-6, patterns-10) cc(features-6, and-12) amod(phrases-14, formulaic-13) nmod:by(characterized-3, phrases-14) conj:and(features-6, phrases-14) nsubj(distinguish-16, phrases-14) nsubj(distinguish-16', phrases-14) ref(phrases-14, that-15) acl:relcl(phrases-14, distinguish-16) acl:relcl(phrases-14, distinguish-16') conj:and(distinguish-16, distinguish-16') dobj(distinguish-16, them-17) cc:preconj(singing-25, both-18) case(singing-25, from-19) det(gewe-21, the-20) nmod:poss(singing-25, gewe-21) case(gewe-21, '-22) amod(singing-25, l-23) compound(singing-25, praise-24) nmod:from(distinguish-16, singing-25) cc(distinguish-16, and-26) case(conversation-29, from-27) amod(conversation-29, ordinary-28) nmod:from(distinguish-16', conversation-29)  ",singing,25,"cc:preconj(singing-25, both-18) case(singing-25, from-19) nmod:poss(singing-25, gewe-21) amod(singing-25, l-23) compound(singing-25, praise-24) nmod:from(distinguish-16, singing-25) ",the gewe'l praise singing and from ordinary conversation .,NN,[],,,,,[],[],[],[],[],"[('from', 'distinguish')]",['from'],['distinguish'],[],[],"[('', 'both')]",['praise'],['l'],[],['gewe'],[],['from'],[],[],,,singular,
"In general , speeches are low-pitched and slower than praise singing .","In/IN general/NN ,/, speeches/NNS are/VBP low-pitched/JJ and/CC slower/JJR than/IN praise/NN singing/NN ./.","case(general-2, In-1) nmod:in(low-pitched-6, general-2) nsubj(low-pitched-6, speeches-4) nsubj(slower-8, speeches-4) cop(low-pitched-6, are-5) root(ROOT-0, low-pitched-6) cc(low-pitched-6, and-7) conj:and(low-pitched-6, slower-8) case(singing-11, than-9) compound(singing-11, praise-10) nmod:than(low-pitched-6, singing-11)  ",singing,11,"case(singing-11, than-9) compound(singing-11, praise-10) nmod:than(low-pitched-6, singing-11) ",low-pitched and slower than praise singing .,NN,[],,,,,[],[],[],[],[],[],[],[],[],[],[],['praise'],[],[],[],[],['than'],[],[],,,singular,
"I hope , however , that this question does not imply that American music educators have abandoned their initial objective of teaching everyone to use his or her singing voice .","I/PRP hope/VBP ,/, however/RB ,/, that/IN this/DT question/NN does/VBZ not/RB imply/VB that/IN American/JJ music/NN educators/NNS have/VBP abandoned/VBN their/PRP$ initial/JJ objective/NN of/IN teaching/NN everyone/NN to/TO use/VB his/PRP$ or/CC her/PRP$ singing/NN voice/NN ./.","nsubj(hope-2, I-1) root(ROOT-0, hope-2) advmod(hope-2, however-4) mark(imply-11, that-6) det(question-8, this-7) nsubj(imply-11, question-8) aux(imply-11, does-9) neg(imply-11, not-10) ccomp(hope-2, imply-11) mark(abandoned-17, that-12) amod(educators-15, American-13) compound(educators-15, music-14) nsubj(abandoned-17, educators-15) aux(abandoned-17, have-16) ccomp(imply-11, abandoned-17) nmod:poss(objective-20, their-18) amod(objective-20, initial-19) dobj(abandoned-17, objective-20) case(everyone-23, of-21) compound(everyone-23, teaching-22) nmod:of(objective-20, everyone-23) mark(use-25, to-24) advcl(abandoned-17, use-25) amod(voice-30, his-26) cc(his-26, or-27) conj:or(his-26, her-28) amod(voice-30, her-28) compound(voice-30, singing-29) dobj(use-25, voice-30)  ",singing,29,"compound(voice-30, singing-29) ",to use his or her singing voice .,NN,[],,,,,[],[],[],[],[],[],[],[],[],[],[],['voice'],[],[],[],[],[],[],[],,,singular,
"If , however , no knowledge is taught and no skills are developed -- if choir rehearsals consist of mindlessly singing songs by rote -- then little can be measured .","If/IN ,/, however/RB ,/, no/DT knowledge/NN is/VBZ taught/VBN and/CC no/DT skills/NNS are/VBP developed/VBN --/: if/IN choir/NN rehearsals/NNS consist/VBP of/IN mindlessly/JJ singing/NN songs/NNS by/IN rote/NNP --/: then/RB little/JJ can/MD be/VB measured/VBN ./.","mark(taught-8, If-1) advmod(taught-8, however-3) neg(knowledge-6, no-5) nsubjpass(taught-8, knowledge-6) auxpass(taught-8, is-7) advcl(measured-30, taught-8) cc(taught-8, and-9) neg(skills-11, no-10) nsubjpass(developed-13, skills-11) auxpass(developed-13, are-12) conj:and(taught-8, developed-13) advcl(measured-30, developed-13) mark(consist-18, if-15) compound(rehearsals-17, choir-16) nsubj(consist-18, rehearsals-17) parataxis(measured-30, consist-18) case(songs-22, of-19) amod(songs-22, mindlessly-20) compound(songs-22, singing-21) nmod:of(consist-18, songs-22) case(rote-24, by-23) nmod:by(consist-18, rote-24) advmod(little-27, then-26) nsubjpass(measured-30, little-27) aux(measured-30, can-28) auxpass(measured-30, be-29) root(ROOT-0, measured-30)  ",singing,21,"compound(songs-22, singing-21) ",choir rehearsals consist of mindlessly singing songs by rote -- then,NN,[],,,,,[],[],[],[],[],[],[],[],[],[],[],['songs'],[],[],[],[],[],[],[],,,singular,
"<p> In Camille Smith 's 1984 research with junior high students , those in one classroom participated in listening activities and discussion for about one-third of the class time and in singing for the remainder ; students in the other class listened to and discussed music almost exclusively .","<p>/JJ In/IN Camille/NNP Smith/NNP 's/POS 1984/CD research/NN with/IN junior/JJ high/JJ students/NNS ,/, those/DT in/IN one/CD classroom/NN participated/VBD in/IN listening/VBG activities/NNS and/CC discussion/NN for/IN about/RB one-third/NN of/IN the/DT class/NN time/NN and/CC in/IN singing/VBG for/IN the/DT remainder/NN ;/: students/NNS in/IN the/DT other/JJ class/NN listened/VBD to/TO and/CC discussed/VBD music/NN almost/RB exclusively/RB ./.","ccomp(participated-17, <p>-1) case(research-7, In-2) compound(Smith-4, Camille-3) nmod:poss(research-7, Smith-4) case(Smith-4, 's-5) nummod(research-7, 1984-6) dep(<p>-1, research-7) case(students-11, with-8) amod(students-11, junior-9) amod(students-11, high-10) dep(<p>-1, students-11) nsubj(participated-17, those-13) case(classroom-16, in-14) nummod(classroom-16, one-15) nmod:in(those-13, classroom-16) root(ROOT-0, participated-17) mark(listening-19, in-18) dep(participated-17, listening-19) dobj(listening-19, activities-20) cc(activities-20, and-21) dobj(listening-19, discussion-22) conj:and(activities-20, discussion-22) case(one-third-25, for-23) advmod(one-third-25, about-24) nmod:for(listening-19, one-third-25) case(time-29, of-26) det(time-29, the-27) compound(time-29, class-28) nmod:of(one-third-25, time-29) cc(listening-19, and-30) mark(singing-32, in-31) dep(participated-17, singing-32) conj:and(listening-19, singing-32) case(remainder-35, for-33) det(remainder-35, the-34) nmod:for(singing-32, remainder-35) nsubj(listened-42, students-37) nsubj(to-43, students-37) nsubj(discussed-45, students-37) case(class-41, in-38) det(class-41, the-39) amod(class-41, other-40) nmod:in(students-37, class-41) parataxis(participated-17, listened-42) xcomp(listened-42, to-43) cc(listened-42, and-44) parataxis(participated-17, discussed-45) conj:and(listened-42, discussed-45) dobj(discussed-45, music-46) advmod(exclusively-48, almost-47) advmod(discussed-45, exclusively-48)  ",singing,32,"mark(singing-32, in-31) nmod:for(singing-32, remainder-35) dep(participated-17, singing-32) conj:and(listening-19, singing-32) ",the class time and in singing for the remainder ; students,VBG,[],,,,,[],[],[],['in'],[],"[('for', 'remainder')]",['for'],[],['remainder'],[],"[('and', 'listening')]",[],[],[],[],[],[],[],[],,,,
